Voltage	Current	NEPeph	NEPs	NEPa	NEP	NEPph	Sv	NEP^2-NEPph^2
0.00257327	4.35545e-08	7.75246e-15	6.81277e-13	1.49436e-12	1.64235e-12	0	3030.52	1.64235e-12
0.00257728	4.36693e-08	7.75246e-15	6.81119e-13	1.49509e-12	1.64295e-12	0	3029.03	1.64295e-12
0.00258128	4.37844e-08	7.75246e-15	6.80962e-13	1.49584e-12	1.64356e-12	0	3027.52	1.64356e-12
0.00258528	4.38997e-08	7.75246e-15	6.80806e-13	1.49658e-12	1.64418e-12	0	3026	1.64418e-12
0.00258929	4.40152e-08	7.75246e-15	6.80653e-13	1.49733e-12	1.6448e-12	0	3024.47	1.6448e-12
0.00259329	4.4131e-08	7.75246e-15	6.80502e-13	1.49809e-12	1.64542e-12	0	3022.94	1.64542e-12
0.00259729	4.4247e-08	7.75246e-15	6.80355e-13	1.49885e-12	1.64606e-12	0	3021.39	1.64606e-12
0.0026013	4.43632e-08	7.75246e-15	6.80206e-13	1.49961e-12	1.64669e-12	0	3019.85	1.64669e-12
0.0026053	4.44797e-08	7.75246e-15	6.80061e-13	1.50039e-12	1.64733e-12	0	3018.28	1.64733e-12
0.0026093	4.45964e-08	7.75246e-15	6.79917e-13	1.50117e-12	1.64798e-12	0	3016.71	1.64798e-12
0.00261331	4.47134e-08	7.75246e-15	6.79777e-13	1.50195e-12	1.64864e-12	0	3015.13	1.64864e-12
0.00261731	4.48306e-08	7.75246e-15	6.79635e-13	1.50273e-12	1.64929e-12	0	3013.55	1.64929e-12
0.00262131	4.4948e-08	7.75246e-15	6.79496e-13	1.50353e-12	1.64996e-12	0	3011.95	1.64996e-12
0.00262532	4.50657e-08	7.75246e-15	6.7936e-13	1.50432e-12	1.65063e-12	0	3010.35	1.65063e-12
0.00262932	4.51836e-08	7.75246e-15	6.79225e-13	1.50512e-12	1.6513e-12	0	3008.74	1.6513e-12
0.00263332	4.53017e-08	7.75246e-15	6.79092e-13	1.50593e-12	1.65198e-12	0	3007.12	1.65198e-12
0.00263733	4.54201e-08	7.75246e-15	6.78961e-13	1.50674e-12	1.65267e-12	0	3005.49	1.65267e-12
0.00264133	4.55387e-08	7.75246e-15	6.78831e-13	1.50756e-12	1.65336e-12	0	3003.85	1.65336e-12
0.00264533	4.56576e-08	7.75246e-15	6.78703e-13	1.50838e-12	1.65405e-12	0	3002.22	1.65405e-12
0.00264934	4.57767e-08	7.75246e-15	6.78578e-13	1.5092e-12	1.65476e-12	0	3000.56	1.65476e-12
0.00265334	4.58961e-08	7.75246e-15	6.78453e-13	1.51004e-12	1.65547e-12	0	2998.9	1.65547e-12
0.00265734	4.60157e-08	7.75246e-15	6.78331e-13	1.51087e-12	1.65618e-12	0	2997.23	1.65618e-12
0.00266135	4.61355e-08	7.75246e-15	6.7821e-13	1.51171e-12	1.65689e-12	0	2995.56	1.65689e-12
0.00266535	4.62556e-08	7.75246e-15	6.78091e-13	1.51256e-12	1.65762e-12	0	2993.88	1.65762e-12
0.00266936	4.6376e-08	7.75246e-15	6.77974e-13	1.51341e-12	1.65835e-12	0	2992.18	1.65835e-12
0.00267336	4.64966e-08	7.75246e-15	6.77859e-13	1.51427e-12	1.65908e-12	0	2990.48	1.65908e-12
0.00267736	4.66174e-08	7.75246e-15	6.77743e-13	1.51512e-12	1.65981e-12	0	2988.79	1.65981e-12
0.00268137	4.67385e-08	7.75246e-15	6.77633e-13	1.51599e-12	1.66056e-12	0	2987.07	1.66056e-12
0.00268537	4.68598e-08	7.75246e-15	6.77523e-13	1.51686e-12	1.66132e-12	0	2985.34	1.66132e-12
0.00268937	4.69813e-08	7.75246e-15	6.77415e-13	1.51774e-12	1.66207e-12	0	2983.61	1.66207e-12
0.00269338	4.71031e-08	7.75246e-15	6.77306e-13	1.51861e-12	1.66282e-12	0	2981.89	1.66282e-12
0.00269738	4.72252e-08	7.75246e-15	6.77203e-13	1.5195e-12	1.66359e-12	0	2980.13	1.66359e-12
